번호,제목,담당부서,보도일,첨부파일,첨부파일내용 미리보기,상세페이지URL,내용,문제유형,파싱된보도일,원본보도일
1196,금융감독원 제12기 「FSS 대학생 금융교육 봉사단」 출범,금융교육국,2024.8.23,240823 (보도자료) 석간_금융감독원 제12기 FSS 대학생 금융교육 봉사단 출범.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=6e83da3f9ab344458e3b1af4e1189897&fileSn=1&bbsId=),<><보 도 자 료><> <> <보도><2024.8.23.(금) 석간><배포><2024.8.22.(목)> <> <담당부서><금융교육국 일반금융교육팀><책임자><부국장><최 환 ><(02-3145-5956)><담당자><조사역><이현재><(02-3145-5981)> <> <금융감독원 제12기「FSS 대학생 금융교육 봉사단」출범> <□ 금융감독원은 ’24.8.2,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=137886&menuNo=200218&pageIndex=120,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-08-23),2024-08-23,
1197,"금융당국, 가상자산사업자의 이상거래 상시감시업무에 대한 현장점검 실시",가상자산조사국,2024.7.19,"240822 (보도자료) 금융당국, 가상자산사업자의 이상거래 상시감시업무에 대한 현장점검 실시.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=0755c232ed2949d992e756aab56d02e4&fileSn=1&bbsId=)"," <><보도자료><> <보도시점><2024. 8.22. 14:30부터 보도 가능><배포><2024. 8.22.(목) 10:00> <금융당국, 가상자산사업자의 이상거래 상시감시 업무에 대한 현장점검 실시> < ◈ 가상자산법 시행(7.19.) 이후 개시된 가상자산사업자의 이상거래 상시감시가 차질 없이 이루어지고 있는지 현장 점검 ◈ 사후적인 불공정거래 적출-심",https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=137873&menuNo=200218&pageIndex=120,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-07-19),2024-07-19,
1198,리테일풀 수수료 체계 개편 및 비교공시 도입 등을 통해 리테일풀에 대한 명확한 이익배분 기준을 확립하겠습니다,자본시장감독국,2024.8.23,"240823 (보도자료) 조간_리테일풀 수수료 체계 개편 및 비교공시 도입 등을 통해 리테일풀에 대한 명확한 이익배분 기준을 확립하겠습니다.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=06ed33596f2f4357a5859487fda00c86&fileSn=1&bbsId=), 240823 (보도자료) 조간_리테일풀 수수료 체계 개편 및 비교공시 도입 등을 통해 리테일풀에 대한 명확한 이익배분 기준을 확립하겠습니다.pdf (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=06ed33596f2f4357a5859487fda00c86&fileSn=2&bbsId=)", <><보 도 자 료><> <> <보도><2024.8.23. (금) 조간><배포><2024.8.22. (목)> <> <담당부서><금융감독원 자본시장감독국><책임자><팀 장><박재영><(02-3145-7590)><담당자><선임조사역><오수경><(02-3145-7609)><금융투자협회 증권2부><책임자><부 장><임병태><(02-2003-9110)><담당자><,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=137871&menuNo=200218&pageIndex=120,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-08-23),2024-08-23,
1199,GA 영업질서 확립을 위한 주요 위법행위 및 제재사례 안내 - ④ 특별이익 제공 금지 위반사례 및 향후 계획,보험검사3국,2024.8.23,"240823 (보도자료) 조간_GA 영업질서 확립을 위한 주요 위법행위 및 제재사례 안내 - ④ 특별이익 제공 금지 위반사례 및 향후 계획.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=88aa4bd803374455babbbcfcfd88b525&fileSn=1&bbsId=), 240823 (보도자료) 조간_GA 영업질서 확립을 위한 주요 위법행위 및 제재사례 안내 - ④ 특별이익 제공 금지 위반사례 및 향후 계획.pdf (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=88aa4bd803374455babbbcfcfd88b525&fileSn=2&bbsId=)",<><보 도 자 료><> <> <보도><2024.8.23.(금) 조간><배포><2024.8.22.(목)> <> <담당부서><보험검사3국 검사기획상시팀><책임자><국 장><권재순><(02-3145-7270)><담당자><팀 장><김태훈><(02-3145-7260)> <> <GA 영업질서 확립을 위한 주요 위법행위 및 제재사례 안내 - ④ 특별이익 제공 금지 위,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=137870&menuNo=200218&pageIndex=120,※ 자세한 내용은 첨부파일을 참고해주시기 바랍니다,보도일이 2025년 이전 (2024-08-23),2024-08-23,
1200,보이스피싱 피해예방을 위해 꼭 알아두세요!!!,금융사기대응단,2024.7.9,240822 (보도자료) 배포시_보이스피싱 피해예방을 위해 꼭 알아두세요!!!.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=41b21861ad304c9fa144d7c597b423b5&fileSn=1&bbsId=),<><보 도 자 료><> <> <보도><배포시><배포><2024. 8. 22. (목)> <> <담당부서><금융사기대응단 금융사기대응1팀><책임자><팀 장><장종현><(02-3145-8140)><담당자><선임조사역><김대희><(02-3145-8149)><조사역><조준원><(02-3145-8139)> <> <보이스피싱 피해예방을 위해 꼭 알아두세요!!! - 안,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=137868&menuNo=200218&pageIndex=121,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-07-09),2024-07-09,
1201,전 금융업권 대상 금융분야 망분리 개선 로드맵 설명회 개최,금융IT안전국,2024. 8. 22,(보도참고) 전 금융업권 대상 금융분야 망분리 개선 로드맵 설명회 개최_F.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=5287fc43cf7d46b9abd72ddd467faa0d&fileSn=1&bbsId=),"< 금융위원회><보도참고자료><> <보도시점><배포시><배포><2024. 8. 22.(목) 10:00> <전 금융업권 대상 ｢금융분야 망분리 개선 로드맵｣ 설명회 개최 > < ◈ 지난 8.13일 발표된 ｢금융분야 망분리 개선 로드맵｣에 따른 ①로드맵 단계별 세부 내용, ②규제 샌드박스 운영 방향, ③금융회사 또는 전자금융업자(이하 “금융회사 등”)가 갖춰야",https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=137867&menuNo=200218&pageIndex=121,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-08-22),2024-08-22,
1202,영업종료로 인한 가상자산소각 가상자산사업자 사칭 사기를 의심하세요!,민생침해대응총괄국/가상자산감독국,2024.8.22,"240822 (보도자료) 석간_영업종료로 인한 가상자산소각 가상자산사업자 사칭 사기를 의심하세요!.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=c676578f698845f982600b996ec01350&fileSn=1&bbsId=), 240822 (보도자료) 석간_영업종료로 인한 가상자산소각 가상자산사업자 사칭 사기를 의심하세요!.pdf (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=c676578f698845f982600b996ec01350&fileSn=2&bbsId=)",<><보 도 자 료><> <> <보도><2024.8.22.(목) 석간><배포><2024.8.21. (수)> <> <담당부서><민생침해대응총괄국 불법사금융대응2팀><책임자><팀 장><정윤미><(02-3145-8285)><담당자><조사역><김태기><(02-3145-8523)><가상자산감독국 가상자산총괄팀><책임자><팀 장><안병남><(02-3145-8162)>,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=137862&menuNo=200218&pageIndex=121,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-08-22),2024-08-22,
1203,2024년 상반기 국내은행 영업실적[잠정],은행감독국,2024.8.22,"240822 (보도자료) 석간_2024년 상반기 국내은행 영업실적(잠정).hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=7414116e620543e8a6a21a27a3e1b8e7&fileSn=1&bbsId=), 240822 (보도자료) 석간_2024년 상반기 국내은행 영업실적(잠정).pdf (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=7414116e620543e8a6a21a27a3e1b8e7&fileSn=2&bbsId=)",<><보 도 자 료><> <> <보도><2024.8.22.(목) 석간><배포><2024.8.21.(수)> <> <담당부서><은행감독국 건전경영팀><책임자><팀 장><양유형><(02-3145-8050)><담당자><선임조사역><손대양><(02-3145-8054)> <> <2024년 상반기 국내은행 영업실적 [잠정]> ※ 본 자료는 잠정치로서 은행별 결산이 확정,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=137861&menuNo=200218&pageIndex=121,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다,보도일이 2025년 이전 (2024-08-22),2024-08-22,
1204,"금융당국 올해 여덟 번째 핀테크 육성공간 방문, 핀테크 기업들과 직접 소통",디지털혁신국,2024.8.21,"240821 (보도자료) 금융당국 올해 여덟 번째 핀테크 육성공간 방문, 핀테크 기업들과 직접 소통.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=c6b127b7ae444e949fa91faf34ac623f&fileSn=1&bbsId=)","< 금융위원회><보도자료><> <보도시점><2024. 8. 21.(수) 14:00><배포><2024. 8. 21.(수) 10:00> < 금융당국, 올해 여덟 번째 핀테크 육성공간 방문, 핀테크 기업들과 직접 소통 - ’24년 제8회 ｢찾아가는 금융규제 샌드박스｣ 간담회 개최 -> <- 혁신금융서비스를 준비하거나 운영 중인 핀테크 기업들의 질문과 애로사항에 ",https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=137844&menuNo=200218&pageIndex=121,※ 자세한 내용은 첨부파일을 참고해주시기 바랍니다,보도일이 2025년 이전 (2024-08-21),2024-08-21,
1205,최근 가계부채 증가세에 대응하여 상환능력 심사(DSR) 중심의 일관된 가계부채 관리기조를 확립해나가겠습니다,은행감독국,2024.8.21,"240821 (보도자료) 최근 가계부채 증가세에 대응하여 상환능력 심사(DSR) 중심의 일관된 가계부채 관리기조를 확립해나가겠습니다.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=9acfbb51f8764cd8953d7924ae772cd2&fileSn=1&bbsId=), 240821 (안건) '24년 하반기 가계부채 관리방안.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=9acfbb51f8764cd8953d7924ae772cd2&fileSn=2&bbsId=)",<><보도자료><><보도시점><2024.8.21.(수) 회의종료시><배포><2024.8.20.(화) 20:00>< 최근 가계부채 증가세에 대응하여 상환능력 심사(DSR)중심의 일관된 가계부채 관리기조를 확립해나가겠습니다. - 가계부채 점검회의 개최 - > <◈ ’24년 하반기 가계부채 관리방향 ① 예정대로 9월 1일부터 2단계 스트레스 DSR을 시행 - 은,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=137839&menuNo=200218&pageIndex=121,※ 자세한 내용은 첨부파일을 참고해주시기 바랍니다,보도일이 2025년 이전 (2024-08-21),2024-08-21,
1206,2024 금융권 공동채용 박람회 개최,감독총괄국,2024.8.21,240821 (보도자료) 2024 금융권 공동채용 박람회 개최.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=f9be5e3add7742e5986b9900bcd74cb8&fileSn=1&bbsId=),"<광부><보도자료><> <보도시점><2024. 8. 21.(수) 10:00><배포><2024. 8. 21.(수) 08:00 > <“청년의 도약, 금융과 함께” 「2024 금융권 공동채용 박람회」 개최> <◈ 「2024 금융권 공동채용 박람회」가 8.21일(水)~22일(木) 양일간 서울 동대문디자인플라자(DDP)에서 개최 - 8회째를 맞이한 올해 박람회에는 ",https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=137830&menuNo=200218&pageIndex=121,※ 자세한 내용은 첨부파일을 참고해주시기 바랍니다,보도일이 2025년 이전 (2024-08-21),2024-08-21,
1207,"이복현 금융감독원장, 「기업지배구조 개선 관련 학계 간담회」 개최",자본시장감독국/법무실,2024.8.21,"240821 (보도자료) 1000_이복현 금융감독원장, 「기업지배구조 개선 관련 학계 간담회」 개최.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=cf1dc2329f0245f19969fc4f375f1934&fileSn=1&bbsId=), 240821 (보도자료) 1000_이복현 금융감독원장, 「기업지배구조 개선 관련 학계 간담회」 개최.pdf (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=cf1dc2329f0245f19969fc4f375f1934&fileSn=2&bbsId=)",<><보 도 자 료><> <> <보도><2024.8.21.(수) 10:00><배포><2024.8.20.(화)> <> <담당부서><자본시장감독국 자본시장총괄팀><책임자><국 장><서재완><(02-3145-7580)><담당자><팀 장><이동규><(02-3145-7570)> <담당부서><법무실 금융투자팀><책임자><국 장><정은정><(02-3145-5910)><,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=137829&menuNo=200218&pageIndex=121,"□이복현 금융감독원장은 ’24.8.21.(수) 국내의 저명한 상법 분야 학계 전문가를 초청하여 기업지배구조 개선 관련 간담회를 개최하였음
- 이번 간담회는 자본시장 선진화 방안으로 논의 중인 이사의 충실의무 확대 및 과도한 책임 제한방안 등에 대한 학계의 의견을 직접 들어보고,
- 향후 바람직한 법 개정 방향 등 기업지배구조 개선방안을 모색하는 자리였음
※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.",보도일이 2025년 이전 (2024-08-21),2024-08-21,
1208,'24.7월중 기업의 직접금융 조달실적,기업공시국,2024.8.21,"240821 (보도자료) 석간_'24.7월중 기업의 직접금융 조달실적.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=7e3b4ff332864a95a921374a93e1a8dd&fileSn=1&bbsId=), 240821 (보도자료) 석간_'24.7월중 기업의 직접금융 조달실적.pdf (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=7e3b4ff332864a95a921374a93e1a8dd&fileSn=2&bbsId=)","<><보 도 자 료><> <> <보도><2024.8.21.(수) 석간><배포><2024.8.20.(화)> <> <담당부서><기업공시국 증권발행제도팀><책임자><팀 장><이주영><(02-3145-8482)><담당자><조사역><장성혁><(02-3145-8494)> <> <'24.7월중 기업의 직접금융 조달실적> < 전월 대비 주식․회사채 7.5% 증가, CP․",https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=137825&menuNo=200218&pageIndex=121,※ 자세한 내용은 첨부파일을 참고해주시기 바랍니다.,보도일이 2025년 이전 (2024-08-21),2024-08-21,
1209,카드수수료 적격비용 제도개선 TF회의 개최,여신금융감독국,2024.8.20,"240820(보도자료) 적격비용 제도개선 TF회의 개최.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=d56de9a9cce44baf8dc71a6a975afa81&fileSn=1&bbsId=), 240820 (붙임1) 금융위원회 부위원장 모두발언.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=d56de9a9cce44baf8dc71a6a975afa81&fileSn=2&bbsId=), 240820 (붙임2) 신용카드업 상생발전 제도개선 방안.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=d56de9a9cce44baf8dc71a6a975afa81&fileSn=3&bbsId=)","<광부><보도자료><> <보도시점><2024. 8. 20.(화) 14:30 (행사시)><배포><2024. 8. 20.(화) 10:00> <김소영 부위원장, 가맹점·소비자·카드사와 함께 신용카드업 상생·발전방안 논의 - 8.20일(화) 카드수수료 적격비용 제도개선 TF 회의 개최 -> <  가맹점단체, 소비자단체, 카드업계와 직접 만나 의견 청취 - 카드수",https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=137814&menuNo=200218&pageIndex=121,"？ 가맹점단체, 소비자단체, 카드업계와 직접 만나 의견 청취
- 카드수수료율 체계 및 적격비용 산정방식 등에 관한 다양한 의견 수렴
？ 가맹점 권익,소비자 편익 제고 및 고비용 구조 개선 추진
- 가맹점 대금지급 주기 단축, 가맹점수수료율 이의제기 절차 내실화, 휴면카드 관리서비스 신설 및 자동납부 이동서비스 확대 등 “내 카드 한눈에” 서비스 고도화
？ 향후 새로운 규제환경에 맞는 신용카드업 경쟁력 강화 방안 마련
- 신용카드업 상생,발전 TF를 구성하여 하반기 중 제도개선안 논의
※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.",보도일이 2025년 이전 (2024-08-20),2024-08-20,
1210,「공매도 내부통제 및 기관내 잔고관리 시스템 가이드라인」 행정지도 시행,자본시장감독국,2024.8.21,"240821 (보도자료) 조간_「공매도 내부통제 및 기관내 잔고관리 시스템 가이드라인」 행정지도 시행.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=0ba7e31c35a34b3d91eb65af3e1a01df&fileSn=1&bbsId=), 240821 (보도자료) 조간_「공매도 내부통제 및 기관내 잔고관리 시스템 가이드라인」 행정지도 시행.pdf (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=0ba7e31c35a34b3d91eb65af3e1a01df&fileSn=2&bbsId=)",< ><보 도 자 료><> <> <보도><2024.8.21.(수) 조간><배포><2024.8.20.(화)> <> <담당부서><자본시장감독국 증권거래감독팀><책임자><국장><서재완><(02-3145-7580)><담당자><팀장><박재영><(02-3145-7590)> <> <「공매도 내부통제 및 기관내 잔고관리 시스템 가이드라인」 행정지도 시행 - 무차입공매도 ,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=137805&menuNo=200218&pageIndex=122,"1. (신설 배경) 법인투자자가 갖추어야 하는 조직 운영체계 및 기관내 잔고관리 시스템 작동구조를 안내하기 위해 신설
2. (적용 대상)국내에서 공매도 거래를 희망하는 모든 법인투자자
3. (가이드라인 주요 내용) 무차입 공매도 예방을 위한 주요 통제 포인트를 필수 의무사항 중심으로 제시
※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.",보도일이 2025년 이전 (2024-08-21),2024-08-21,
